loan_id,sector,initial_rating,ead,Actual_Default,Predicted_Default,Risk_Score_Percent
L040969,Real_Estate,B,516019.9,0.0,0.0,42.2
L046608,Retail,B,392958.06,0.0,0.0,42.18
L044239,Healthcare,BBB,983742.32,0.0,0.0,42.16
L038187,Technology,BBB,291903.59,1.0,0.0,42.15
L025301,Energy,AA,738016.98,0.0,0.0,42.14
L022678,Utilities,B,1854977.9,0.0,0.0,42.13
L006021,Utilities,A,4858167.68,0.0,0.0,42.13
L007399,Consumer,B,445884.65,1.0,0.0,42.13
L037408,Technology,B,1518535.03,0.0,0.0,42.12
L035251,Technology,BBB,3542657.98,0.0,0.0,42.11
L008273,Real_Estate,B,6260648.59,0.0,0.0,42.11
L002050,Technology,BBB,754304.97,0.0,0.0,42.1
L001711,Healthcare,BBB,988300.36,0.0,0.0,42.1
L001975,Technology,BBB,200656.31,0.0,0.0,42.1
L008858,Utilities,BB,187720.07,1.0,0.0,42.08
L014158,Consumer,BBB,302425.46,0.0,0.0,42.08
L013567,Real_Estate,BB,1556697.84,0.0,0.0,42.06
L012121,Retail,A,949864.93,0.0,0.0,42.06
L048897,Technology,AA,2619254.22,0.0,0.0,42.05
L018115,Financials,BB,6282749.95,0.0,0.0,42.05
L036908,Healthcare,A,718687.6,0.0,0.0,42.03
L046766,Industrials,BBB,850267.89,0.0,0.0,42.03
L039060,Real_Estate,A,2517815.35,0.0,0.0,42.03
L047519,Healthcare,BBB,354708.7,0.0,0.0,42.01
L015534,Consumer,AAA,15627341.69,0.0,0.0,42.0
L015247,Energy,A,867540.37,0.0,0.0,42.0
L049954,Energy,BBB,964471.44,0.0,0.0,41.98
L019085,Technology,BBB,451515.55,0.0,0.0,41.98
L029883,Technology,B,4628024.91,0.0,0.0,41.97
L022411,Telecom,A,3055781.33,0.0,0.0,41.97
L002913,Real_Estate,BBB,107602398.59,0.0,0.0,41.97
L031071,Financials,BBB,4157102.62,0.0,0.0,41.96
L013595,Financials,BBB,2132078.7,0.0,0.0,41.96
L000013,Utilities,A,2675674.26,0.0,0.0,41.96
L047629,Industrials,B,1853145.4,0.0,0.0,41.96
L006227,Financials,A,2040502.44,0.0,0.0,41.95
L025043,Energy,B,3539702.5,0.0,0.0,41.95
L047369,Retail,BBB,1893424.44,0.0,0.0,41.95
L017839,Utilities,BBB,10934170.72,1.0,0.0,41.94
L046575,Consumer,B,50000.0,0.0,0.0,41.94
L048069,Financials,AA,58621421.84,0.0,0.0,41.94
L014904,Energy,A,155382.56,0.0,0.0,41.93
L024311,Retail,B,110014.87,0.0,0.0,41.93
L040140,Energy,AA,1977285.36,0.0,0.0,41.93
L043392,Utilities,A,1431408.25,0.0,0.0,41.93
L006369,Healthcare,AA,207183.42,0.0,0.0,41.92
L013970,Utilities,BBB,1575158.46,0.0,0.0,41.91
L007676,Consumer,BBB,4504589.25,0.0,0.0,41.91
L001805,Utilities,A,4856348.95,0.0,0.0,41.91
L012756,Consumer,BBB,1279699.11,0.0,0.0,41.88
L016649,Financials,BBB,4972525.41,0.0,0.0,41.85
L016683,Real_Estate,BB,10399717.37,1.0,0.0,41.84
L030155,Real_Estate,A,3536177.08,0.0,0.0,41.84
L049093,Real_Estate,A,1380660.85,0.0,0.0,41.84
L028655,Healthcare,BBB,1880514.17,0.0,0.0,41.84
L024857,Utilities,A,3482426.74,1.0,0.0,41.82
L022325,Utilities,AA,3222307.79,0.0,0.0,41.81
L033237,Telecom,B,5390804.43,1.0,0.0,41.79
L003686,Industrials,B,1237902.85,0.0,0.0,41.79
L009010,Utilities,BBB,1770834.03,0.0,0.0,41.76
L015104,Retail,A,159449.09,0.0,0.0,41.76
L024638,Energy,BB,608234.95,0.0,0.0,41.76
L041083,Healthcare,AA,5327698.79,0.0,0.0,41.75
L038755,Healthcare,B,1258210.27,1.0,0.0,41.74
L047560,Telecom,B,1017032.09,1.0,0.0,41.74
L045315,Industrials,AA,247267.75,0.0,0.0,41.74
L048432,Utilities,BBB,13556324.2,0.0,0.0,41.74
L033650,Industrials,A,13668908.55,0.0,0.0,41.74
L046488,Real_Estate,B,1964394.87,0.0,0.0,41.73
L006840,Retail,B,345079.19,0.0,0.0,41.72
L015211,Consumer,A,2627157.29,0.0,0.0,41.71
L010895,Retail,A,379236.22,0.0,0.0,41.71
L017192,Industrials,BBB,3128294.95,0.0,0.0,41.71
L047823,Consumer,BBB,342740.89,0.0,0.0,41.71
L030964,Technology,B,953110.53,1.0,0.0,41.71
L021927,Consumer,AA,722686.43,0.0,0.0,41.7
L043704,Telecom,A,3550734.96,1.0,0.0,41.7
L016785,Healthcare,BBB,1018695.17,0.0,0.0,41.69
L012211,Retail,A,1142076.91,0.0,0.0,41.69
L005177,Technology,B,904760.81,0.0,0.0,41.68
L045840,Energy,BBB,3756837.24,0.0,0.0,41.67
L012214,Energy,BB,5052186.38,0.0,0.0,41.66
L020752,Consumer,BBB,357057.84,1.0,0.0,41.66
L046437,Energy,AA,692506.33,0.0,0.0,41.66
L041631,Consumer,BBB,370541.09,0.0,0.0,41.66
L001468,Utilities,A,1449663.93,0.0,0.0,41.65
L007746,Utilities,B,286970.6,1.0,0.0,41.64
L035182,Telecom,A,8386556.42,0.0,0.0,41.63
L036011,Retail,A,866461.64,0.0,0.0,41.63
L031019,Retail,A,78156.38,0.0,0.0,41.62
L004325,Industrials,BBB,1280039.82,1.0,0.0,41.62
L003969,Healthcare,B,208597.46,0.0,0.0,41.61
L013373,Utilities,BBB,1689247.19,0.0,0.0,41.61
L048407,Real_Estate,B,16994372.8,1.0,0.0,41.61
L004497,Technology,BBB,3239824.56,0.0,0.0,41.6
L018281,Retail,BBB,419361.45,0.0,0.0,41.58
L049193,Industrials,AA,546207.05,0.0,0.0,41.58
L046174,Consumer,A,8033486.65,0.0,0.0,41.57
L008240,Consumer,A,911791.49,0.0,0.0,41.56
L016550,Industrials,BBB,3589035.28,0.0,0.0,41.56
L018902,Real_Estate,A,4234108.8,0.0,0.0,41.56
L019645,Technology,BBB,3177185.65,1.0,0.0,41.55
L044608,Real_Estate,A,24782676.28,0.0,0.0,41.54
L013671,Utilities,A,1686976.38,0.0,0.0,41.54
L046255,Telecom,AA,123406.71,0.0,0.0,41.53
L038220,Real_Estate,B,1543156.75,0.0,0.0,41.53
L012231,Energy,BBB,2377656.09,0.0,0.0,41.53
L011352,Energy,BBB,421377.48,0.0,0.0,41.52
L034104,Telecom,B,286238.31,0.0,0.0,41.52
L024902,Energy,B,1347878.59,0.0,0.0,41.52
L045544,Healthcare,A,475105.51,0.0,0.0,41.52
L004482,Consumer,BBB,920933.38,0.0,0.0,41.52
L036446,Utilities,BBB,5906565.08,0.0,0.0,41.52
L041233,Technology,BBB,218540.09,0.0,0.0,41.51
L003877,Energy,BBB,643259.22,0.0,0.0,41.51
L028668,Telecom,AA,2435080.2,0.0,0.0,41.5
L041849,Energy,AAA,1692159.72,0.0,0.0,41.49
L007281,Real_Estate,BBB,1361035.9,0.0,0.0,41.49
L015169,Energy,BBB,2263278.16,0.0,0.0,41.49
L036843,Financials,B,1100392.28,0.0,0.0,41.47
L035567,Telecom,AAA,891498.16,0.0,0.0,41.46
L017692,Financials,B,9256385.92,0.0,0.0,41.46
L037593,Energy,A,13984385.81,1.0,0.0,41.45
L028250,Technology,BBB,497187.87,1.0,0.0,41.45
L039856,Consumer,B,1916512.79,0.0,0.0,41.44
L026334,Healthcare,AA,2263686.68,0.0,0.0,41.43
L037796,Technology,AA,1120865.1,0.0,0.0,41.41
L046544,Energy,BBB,751650.07,0.0,0.0,41.39
L008841,Consumer,BBB,3018113.25,0.0,0.0,41.39
L035569,Financials,BBB,4462156.76,0.0,0.0,41.37
L027079,Utilities,BBB,11933724.47,0.0,0.0,41.37
L043456,Healthcare,BBB,1120997.97,0.0,0.0,41.36
L018535,Retail,BBB,977390.92,0.0,0.0,41.36
L033911,Financials,BBB,2571840.08,0.0,0.0,41.35
L024899,Consumer,BB,887647.02,0.0,0.0,41.35
L025356,Financials,B,1382403.72,0.0,0.0,41.34
L008508,Industrials,A,636140.28,0.0,0.0,41.34
L016829,Telecom,AA,3198002.33,0.0,0.0,41.34
L019173,Healthcare,BBB,1435430.3,1.0,0.0,41.34
L024586,Financials,B,1348506.56,0.0,0.0,41.33
L003992,Utilities,A,494854.54,0.0,0.0,41.32
L035455,Technology,BB,224751.96,0.0,0.0,41.28
L034829,Energy,BB,1783939.25,0.0,0.0,41.28
L013741,Retail,BB,1011776.24,0.0,0.0,41.26
L005070,Consumer,B,758568.12,0.0,0.0,41.25
L000951,Energy,A,1664380.21,0.0,0.0,41.24
L042699,Healthcare,BB,1381951.0,0.0,0.0,41.24
L026480,Financials,B,6780439.71,0.0,0.0,41.24
L025104,Utilities,B,504054.78,0.0,0.0,41.22
L018206,Energy,BBB,1478742.5,0.0,0.0,41.21
L022845,Technology,A,1099267.66,0.0,0.0,41.21
L044744,Real_Estate,A,12814055.05,0.0,0.0,41.21
L035538,Consumer,B,315445.44,0.0,0.0,41.21
L005803,Consumer,BBB,264875.54,0.0,0.0,41.21
L026772,Consumer,A,101929.3,0.0,0.0,41.19
L048485,Technology,AAA,6385669.17,0.0,0.0,41.19
L042326,Healthcare,A,676307.09,0.0,0.0,41.19
L007103,Industrials,BBB,730758.85,0.0,0.0,41.16
L032577,Industrials,BBB,1295044.86,0.0,0.0,41.15
L042574,Industrials,A,1305269.98,0.0,0.0,41.14
L037185,Healthcare,B,106475.38,1.0,0.0,41.14
L013189,Utilities,BBB,1598378.25,0.0,0.0,41.13
L012086,Industrials,BBB,2642063.04,0.0,0.0,41.13
L031990,Utilities,A,5176390.63,0.0,0.0,41.13
L048508,Telecom,A,2571222.64,0.0,0.0,41.12
L035262,Technology,B,1070479.17,0.0,0.0,41.1
L003102,Real_Estate,BBB,736867.51,1.0,0.0,41.09
L048097,Telecom,B,980923.26,1.0,0.0,41.09
L025567,Industrials,BBB,1013045.79,0.0,0.0,41.08
L005477,Financials,AA,2071260.26,0.0,0.0,41.06
L000181,Technology,BBB,537720.17,0.0,0.0,41.06
L020245,Utilities,A,346793.17,0.0,0.0,41.05
L037608,Telecom,BB,4110442.78,0.0,0.0,41.05
L009837,Utilities,BBB,3676287.02,0.0,0.0,41.04
L008344,Real_Estate,A,4995569.65,0.0,0.0,41.02
L035630,Retail,BBB,3567729.56,0.0,0.0,41.02
L002311,Technology,BBB,1400132.38,0.0,0.0,41.01
L027072,Consumer,AA,368241.4,0.0,0.0,41.01
L034098,Financials,BBB,1146853.49,0.0,0.0,40.98
L047656,Telecom,BBB,22836660.22,0.0,0.0,40.97
L022575,Real_Estate,B,672064.41,1.0,0.0,40.97
L010615,Technology,BBB,1988900.29,0.0,0.0,40.97
L048609,Telecom,AA,1304031.93,0.0,0.0,40.96
L032585,Technology,BBB,185713.8,0.0,0.0,40.95
L009524,Energy,BBB,6015488.66,0.0,0.0,40.95
L019372,Utilities,B,1361993.06,1.0,0.0,40.95
L040098,Technology,B,2764865.23,0.0,0.0,40.95
L021680,Technology,B,2045589.18,0.0,0.0,40.95
L020445,Consumer,B,152276.73,0.0,0.0,40.93
L036392,Financials,BBB,1980554.02,0.0,0.0,40.92
L049898,Energy,B,3118630.81,0.0,0.0,40.92
L039861,Consumer,BBB,4735597.43,0.0,0.0,40.92
L019060,Financials,BBB,3127661.96,0.0,0.0,40.91
L015713,Healthcare,B,689964.31,0.0,0.0,40.9
L013964,Energy,AAA,1356333.38,0.0,0.0,40.89
L001339,Utilities,B,3476333.34,0.0,0.0,40.89
L019542,Technology,AA,2088725.54,0.0,0.0,40.89
L043013,Industrials,AAA,4826875.87,0.0,0.0,40.88
L026486,Healthcare,AA,24481489.27,0.0,0.0,40.88
L007172,Healthcare,AA,4194268.52,0.0,0.0,40.88
L046013,Telecom,BBB,3628423.79,0.0,0.0,40.87
L009438,Industrials,BBB,3022406.07,0.0,0.0,40.86
L021929,Healthcare,AA,2569454.21,0.0,0.0,40.86
L041723,Retail,BB,247412.42,0.0,0.0,40.85
L013184,Retail,A,289700.28,0.0,0.0,40.84
L045476,Energy,A,6667954.89,0.0,0.0,40.84
L010298,Technology,BBB,2320833.84,0.0,0.0,40.83
L011092,Utilities,AA,840125.04,0.0,0.0,40.83
L011279,Retail,BBB,686880.1,0.0,0.0,40.82
L040237,Financials,A,48747473.41,0.0,0.0,40.82
L028435,Telecom,A,11240168.16,0.0,0.0,40.82
L012337,Real_Estate,BBB,14348793.93,0.0,0.0,40.82
L049591,Healthcare,BBB,932676.96,0.0,0.0,40.8
L009336,Technology,BBB,866295.02,1.0,0.0,40.8
L029911,Utilities,BB,361112.84,0.0,0.0,40.79
L038917,Financials,B,4998512.65,1.0,0.0,40.79
L009567,Utilities,BBB,184840.0,1.0,0.0,40.79
L011174,Energy,B,2095428.33,1.0,0.0,40.78
L002871,Real_Estate,AA,2575365.23,0.0,0.0,40.76
L008017,Financials,BBB,1834252.98,0.0,0.0,40.76
L031346,Telecom,BBB,1814813.5,0.0,0.0,40.75
L027983,Consumer,A,1659921.13,0.0,0.0,40.74
L025004,Retail,BBB,50000.0,0.0,0.0,40.74
L047127,Telecom,BBB,837808.39,0.0,0.0,40.73
L040397,Telecom,BBB,5084478.68,0.0,0.0,40.73
L029683,Technology,BBB,447696.05,0.0,0.0,40.73
L018656,Healthcare,B,37974403.19,0.0,0.0,40.72
L014166,Technology,B,985833.94,1.0,0.0,40.71
L016400,Industrials,A,322224.92,1.0,0.0,40.69
L009538,Retail,BBB,1809432.16,0.0,0.0,40.68
L009968,Technology,BBB,365141.75,0.0,0.0,40.68
L029631,Healthcare,B,896511.59,1.0,0.0,40.66
L031016,Consumer,A,291994.12,1.0,0.0,40.66
L033796,Financials,BBB,1113209.17,0.0,0.0,40.65
L025372,Real_Estate,BBB,962147.76,0.0,0.0,40.62
L030932,Financials,B,5010470.77,0.0,0.0,40.62
L011418,Retail,AAA,155011.66,0.0,0.0,40.6
L017610,Financials,B,26208171.78,0.0,0.0,40.59
L035864,Utilities,B,1388338.4,0.0,0.0,40.58
L012845,Consumer,A,519035.14,0.0,0.0,40.55
L012511,Utilities,BBB,1287626.18,0.0,0.0,40.55
L026068,Consumer,BB,210294.27,0.0,0.0,40.54
L010928,Telecom,AAA,198940.95,0.0,0.0,40.53
L025226,Retail,B,117692.59,0.0,0.0,40.52
L002668,Energy,AA,6613886.98,0.0,0.0,40.51
L000123,Real_Estate,A,1648649.37,0.0,0.0,40.5
L048213,Consumer,BBB,1092165.9,0.0,0.0,40.48
L036438,Real_Estate,BBB,12560976.57,0.0,0.0,40.48
L009340,Technology,BBB,1285622.89,0.0,0.0,40.47
L028303,Real_Estate,BBB,6540472.29,0.0,0.0,40.47
L033837,Utilities,BBB,903762.28,1.0,0.0,40.45
L007371,Telecom,BBB,1161497.59,0.0,0.0,40.43
L046923,Energy,BB,553635.44,0.0,0.0,40.43
L043380,Industrials,BBB,3357138.57,0.0,0.0,40.43
L009325,Technology,BBB,127101.09,0.0,0.0,40.42
L027330,Real_Estate,B,3697272.76,0.0,0.0,40.42
L005273,Energy,AAA,256064.26,0.0,0.0,40.41
L002695,Industrials,BBB,5255511.72,1.0,0.0,40.41
L019989,Technology,B,1010951.15,0.0,0.0,40.4
L033368,Industrials,B,575375.16,0.0,0.0,40.4
L006539,Industrials,B,73482.64,0.0,0.0,40.38
L001209,Technology,BBB,259506.12,0.0,0.0,40.38
L030191,Industrials,A,2603750.1,0.0,0.0,40.38
L008348,Healthcare,A,257018.67,0.0,0.0,40.38
L039135,Retail,AAA,2436489.73,0.0,0.0,40.37
L019439,Telecom,A,2188058.31,0.0,0.0,40.37
L036569,Financials,A,836484.51,0.0,0.0,40.34
L012500,Consumer,A,126544.24,0.0,0.0,40.33
L008634,Energy,BBB,1236860.77,1.0,0.0,40.32
L009987,Consumer,AA,2430404.89,0.0,0.0,40.31
L010149,Utilities,BB,2632710.93,0.0,0.0,40.3
L013193,Healthcare,B,909796.1,1.0,0.0,40.3
L003400,Retail,B,336504.38,0.0,0.0,40.29
L030037,Healthcare,BBB,4417653.56,0.0,0.0,40.28
L028291,Energy,BBB,11427272.96,0.0,0.0,40.28
L005218,Utilities,B,919870.6,1.0,0.0,40.27
L014762,Utilities,BBB,1290984.51,0.0,0.0,40.25
L033350,Telecom,A,2161364.29,0.0,0.0,40.23
L007537,Technology,B,4183114.57,1.0,0.0,40.22
L011602,Healthcare,BBB,316656.74,0.0,0.0,40.21
L035104,Financials,BBB,6872295.15,0.0,0.0,40.2
L045851,Financials,BBB,8551886.99,0.0,0.0,40.2
L047673,Financials,A,2912349.79,0.0,0.0,40.19
L006293,Consumer,AAA,114204.98,0.0,0.0,40.19
L018851,Technology,B,1162001.92,0.0,0.0,40.17
L034605,Utilities,A,156213.52,0.0,0.0,40.16
L028534,Retail,B,1934375.34,0.0,0.0,40.16
L034654,Energy,B,1340266.89,0.0,0.0,40.16
L020110,Energy,BBB,1845843.51,0.0,0.0,40.15
L011532,Real_Estate,BBB,1496327.36,0.0,0.0,40.15
L000420,Consumer,BBB,104089.19,1.0,0.0,40.15
L040870,Technology,BB,726721.19,0.0,0.0,40.14
L029686,Real_Estate,BBB,774108.03,0.0,0.0,40.14
L000625,Retail,BBB,2213412.46,0.0,0.0,40.13
L014630,Real_Estate,B,2611118.92,0.0,0.0,40.11
L003283,Technology,AAA,8859038.84,0.0,0.0,40.11
L043859,Industrials,A,480222.92,0.0,0.0,40.11
L019348,Utilities,A,2396376.57,0.0,0.0,40.1
L028643,Industrials,BBB,384238.37,0.0,0.0,40.07
L007652,Real_Estate,B,11609789.16,0.0,0.0,40.07
L021060,Healthcare,BBB,10713428.72,0.0,0.0,40.06
L007574,Energy,A,974200.14,0.0,0.0,40.06
L013307,Financials,B,9906914.64,0.0,0.0,40.06
L006968,Healthcare,BBB,386930.92,0.0,0.0,40.05
L035071,Financials,BB,3909848.29,1.0,0.0,40.05
L032454,Retail,A,139760.13,0.0,0.0,40.05
L017865,Technology,A,817500.9,0.0,0.0,40.05
L045343,Utilities,BBB,10965928.13,0.0,0.0,40.04
L047779,Industrials,BBB,412283.91,0.0,0.0,40.04
L021434,Energy,BBB,1464593.43,1.0,0.0,40.03
L005221,Energy,A,13361395.52,0.0,0.0,40.01
L014880,Consumer,BBB,1882755.09,0.0,0.0,40.01
L019481,Consumer,BBB,1276930.85,0.0,0.0,40.0
L012651,Healthcare,BBB,398936.56,0.0,0.0,39.99
L001850,Energy,B,304197.9,0.0,0.0,39.99
L034776,Financials,AAA,11904342.83,0.0,0.0,39.99
L018669,Retail,BB,1035935.48,0.0,0.0,39.99
L029373,Consumer,BBB,244985.28,0.0,0.0,39.98
L027186,Industrials,BBB,1026347.54,0.0,0.0,39.98
L016089,Utilities,BBB,1677968.66,0.0,0.0,39.96
L013860,Technology,A,293569.25,0.0,0.0,39.96
L021057,Retail,B,102992.51,0.0,0.0,39.95
L012169,Healthcare,B,2751643.4,0.0,0.0,39.95
L027391,Utilities,AAA,8432471.69,0.0,0.0,39.95
L005754,Industrials,BB,4675432.27,0.0,0.0,39.93
L018210,Healthcare,BBB,489841.13,0.0,0.0,39.92
L034650,Real_Estate,B,4365188.54,0.0,0.0,39.9
L015449,Technology,A,2567178.32,0.0,0.0,39.89
L006353,Real_Estate,BBB,3676635.35,0.0,0.0,39.89
L025515,Utilities,A,1417611.19,0.0,0.0,39.89
L028954,Industrials,BB,1009635.0,0.0,0.0,39.88
L024949,Healthcare,A,2765808.03,0.0,0.0,39.87
L013107,Real_Estate,AAA,829472.86,0.0,0.0,39.87
L030898,Utilities,BBB,2168731.24,0.0,0.0,39.87
L035681,Telecom,AA,617952.45,0.0,0.0,39.87
L019412,Utilities,BB,6902683.57,0.0,0.0,39.87
L000577,Utilities,B,4967153.62,0.0,0.0,39.86
L019236,Consumer,BBB,63055.1,0.0,0.0,39.86
L029512,Consumer,BBB,200443.61,0.0,0.0,39.84
L034523,Retail,AAA,346696.64,0.0,0.0,39.83
L027651,Industrials,BBB,1728912.05,0.0,0.0,39.83
L028249,Utilities,BBB,5597658.56,0.0,0.0,39.81
L025425,Financials,A,308387.19,0.0,0.0,39.78
L049655,Industrials,A,155175.25,0.0,0.0,39.78
L013266,Consumer,B,330270.49,0.0,0.0,39.76
L008009,Industrials,B,12025144.87,0.0,0.0,39.76
L023095,Utilities,B,2634205.23,0.0,0.0,39.76
L024051,Utilities,BB,380544.61,0.0,0.0,39.73
L005395,Healthcare,A,393860.45,0.0,0.0,39.73
L001505,Real_Estate,A,4793201.4,0.0,0.0,39.73
L005414,Financials,AAA,556396.96,0.0,0.0,39.72
L034556,Consumer,B,231816.15,0.0,0.0,39.72
L015600,Technology,BBB,7381962.62,0.0,0.0,39.72
L025237,Consumer,BBB,208937.26,1.0,0.0,39.71
L045250,Real_Estate,BBB,1904935.89,0.0,0.0,39.7
L029708,Consumer,B,1162081.17,0.0,0.0,39.69
L001433,Technology,B,959451.86,0.0,0.0,39.68
L002928,Financials,BBB,19682783.87,1.0,0.0,39.68
L024988,Technology,B,69623429.67,1.0,0.0,39.67
L042218,Energy,A,562580.84,1.0,0.0,39.66
L025981,Retail,A,160369.05,0.0,0.0,39.66
L016992,Healthcare,BB,2168281.59,0.0,0.0,39.64
L034442,Healthcare,B,843527.71,0.0,0.0,39.63
L038308,Financials,B,4860407.69,0.0,0.0,39.6
L033948,Real_Estate,BBB,6389019.21,0.0,0.0,39.6
L044476,Healthcare,BBB,3367906.94,1.0,0.0,39.6
L014337,Technology,BBB,866951.39,0.0,0.0,39.6
L026006,Financials,BBB,51463929.06,0.0,0.0,39.59
L024339,Energy,A,76617.14,0.0,0.0,39.59
L005630,Real_Estate,BB,129204.43,0.0,0.0,39.58
L005532,Healthcare,B,849112.44,0.0,0.0,39.57
L044713,Healthcare,B,2506014.98,1.0,0.0,39.57
L020366,Real_Estate,AA,162018.17,0.0,0.0,39.57
L026628,Financials,AAA,1086194.05,0.0,0.0,39.57
L004424,Financials,BBB,8511347.41,0.0,0.0,39.56
L031316,Technology,B,1443121.64,1.0,0.0,39.56
L017640,Industrials,AA,6158667.77,0.0,0.0,39.55
L027052,Real_Estate,BBB,1263981.62,1.0,0.0,39.54
L005574,Consumer,B,652518.91,0.0,0.0,39.54
L026177,Industrials,BBB,991923.15,0.0,0.0,39.53
L043877,Financials,AA,638652.34,0.0,0.0,39.53
L029279,Energy,BBB,1482842.6,0.0,0.0,39.53
L048200,Technology,A,535090.02,0.0,0.0,39.53
L022516,Industrials,AAA,413344.16,0.0,0.0,39.52
L017776,Retail,AAA,99679.05,0.0,0.0,39.52
L035641,Utilities,AA,9037365.32,0.0,0.0,39.52
L017367,Retail,AA,1229562.59,0.0,0.0,39.5
L017383,Energy,AAA,12941613.86,0.0,0.0,39.48
L041242,Energy,A,2419219.66,0.0,0.0,39.47
L047883,Industrials,AA,638455.3,0.0,0.0,39.47
L041419,Healthcare,BBB,8358034.03,1.0,0.0,39.46
L001874,Retail,A,1058285.2,0.0,0.0,39.46
L000242,Financials,BB,59774747.76,0.0,0.0,39.45
L008705,Telecom,B,660941.21,0.0,0.0,39.45
L022589,Real_Estate,BBB,4710413.8,0.0,0.0,39.45
L036047,Financials,B,2964208.42,0.0,0.0,39.44
L029895,Utilities,AA,1346429.32,0.0,0.0,39.4
L032092,Energy,B,719178.15,0.0,0.0,39.38
L038441,Consumer,B,221616.78,0.0,0.0,39.37
L001039,Industrials,A,9356116.59,0.0,0.0,39.37
L007557,Retail,A,293307.32,0.0,0.0,39.37
L046397,Utilities,A,619259.21,0.0,0.0,39.36
L011238,Technology,B,716257.93,0.0,0.0,39.36
L027199,Industrials,AAA,833460.99,0.0,0.0,39.35
L044751,Utilities,B,359320.56,0.0,0.0,39.35
L009364,Real_Estate,BBB,467815.22,0.0,0.0,39.33
L015772,Utilities,A,3791602.44,0.0,0.0,39.33
L039430,Healthcare,BBB,539895.27,1.0,0.0,39.33
L021999,Healthcare,BBB,751188.98,0.0,0.0,39.31
L038809,Technology,AA,766670.08,0.0,0.0,39.3
L028334,Retail,B,894860.56,0.0,0.0,39.3
L040210,Consumer,AA,622801.11,0.0,0.0,39.29
L024099,Industrials,A,255548.42,0.0,0.0,39.29
L025193,Retail,B,2963255.44,0.0,0.0,39.29
L029202,Real_Estate,AA,2116537.27,0.0,0.0,39.28
L010164,Real_Estate,BBB,17231940.29,0.0,0.0,39.27
L017290,Technology,B,1477288.62,1.0,0.0,39.27
L005898,Telecom,B,2447355.12,0.0,0.0,39.27
L025481,Utilities,BBB,3930157.51,0.0,0.0,39.26
L000835,Healthcare,A,61807.67,0.0,0.0,39.26
L023820,Healthcare,BBB,409472.04,0.0,0.0,39.25
L006997,Technology,B,3010248.67,0.0,0.0,39.25
L029687,Utilities,BBB,2908175.38,0.0,0.0,39.24
L017838,Real_Estate,BB,3525353.3,0.0,0.0,39.24
L014261,Technology,B,911369.76,0.0,0.0,39.23
L022201,Financials,BBB,1335429.48,0.0,0.0,39.23
L038088,Consumer,BBB,1709017.79,1.0,0.0,39.22
L028135,Industrials,B,5831807.76,0.0,0.0,39.22
L000877,Utilities,BBB,16986765.71,0.0,0.0,39.2
L043306,Real_Estate,AA,1316205.01,1.0,0.0,39.2
L009238,Financials,B,1172631.73,0.0,0.0,39.2
L021632,Retail,BBB,50000.0,0.0,0.0,39.18
L017902,Consumer,AA,50000.0,0.0,0.0,39.18
L013367,Technology,B,2207725.27,0.0,0.0,39.18
L018903,Industrials,BBB,2324651.62,1.0,0.0,39.17
L038153,Healthcare,AA,10816628.13,1.0,0.0,39.15
L031084,Technology,AA,401777.61,0.0,0.0,39.14
L012550,Energy,B,1288938.42,0.0,0.0,39.13
L008439,Utilities,AAA,2311975.58,0.0,0.0,39.13
L019957,Consumer,A,152436.84,0.0,0.0,39.13
L029191,Healthcare,AA,874408.19,1.0,0.0,39.12
L048670,Telecom,AAA,2761457.63,0.0,0.0,39.11
L012980,Energy,A,3338887.59,0.0,0.0,39.1
L022761,Real_Estate,AA,3081035.87,1.0,0.0,39.09
L003203,Healthcare,A,20176964.97,1.0,0.0,39.09
L035126,Healthcare,B,573331.53,0.0,0.0,39.09
L043792,Healthcare,A,3415250.36,0.0,0.0,39.08
L044799,Consumer,AAA,74358.62,0.0,0.0,39.08
L041554,Healthcare,A,1653752.34,0.0,0.0,39.07
L019934,Utilities,B,569076.51,1.0,0.0,39.06
L006531,Industrials,A,216428.18,0.0,0.0,39.05
L046887,Technology,B,4630670.85,0.0,0.0,39.05
L028261,Real_Estate,A,3403940.19,0.0,0.0,39.05
L013322,Financials,B,1119960.67,0.0,0.0,39.04
L026084,Retail,BBB,98823.61,0.0,0.0,39.03
L040251,Real_Estate,AA,2949943.49,0.0,0.0,39.02
L045295,Energy,B,1335264.45,0.0,0.0,39.0
L006632,Healthcare,A,1233423.98,0.0,0.0,39.0
L001352,Retail,BBB,728264.45,0.0,0.0,39.0
L044073,Utilities,AA,603758.81,0.0,0.0,38.99
L046064,Telecom,AA,1910849.31,0.0,0.0,38.97
L005009,Industrials,AA,4973807.04,0.0,0.0,38.95
L037843,Financials,B,308624.28,0.0,0.0,38.95
L007473,Healthcare,A,2912942.74,1.0,0.0,38.95
L018527,Energy,B,2199905.89,0.0,0.0,38.95
L028416,Utilities,AA,1524469.65,1.0,0.0,38.94
L047701,Real_Estate,BBB,15632871.19,1.0,0.0,38.94
L008584,Technology,BBB,1237672.37,0.0,0.0,38.94
L029873,Financials,BBB,7331887.33,0.0,0.0,38.92
L006171,Healthcare,B,1337292.41,0.0,0.0,38.92
L047703,Telecom,AA,1193228.5,0.0,0.0,38.91
L007869,Real_Estate,B,368175.23,0.0,0.0,38.9
L035525,Healthcare,BBB,1133634.07,0.0,0.0,38.89
